,Unnamed: 0,Unnamed: 0.1,Center,n,lemma,case,number,gender,Author,Header,Created,Type,Full context,Ord_type
1088,1099,1111,второму,2,второй,Dat,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1089,1100,1112,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1090,1101,1113,второе,2,второй,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1091,1102,1114,второму,2,второй,Dat,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1092,1103,1115,первое,1,первый,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1093,1104,1116,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1094,1105,1117,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1095,1106,1118,второму,2,второй,Dat,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1096,1107,1119,второму,2,второй,Dat,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1097,1108,1120,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1098,1109,1121,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1099,1110,1122,второй,2,второй,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"и для любой пары элементов из этого множества указано, находится ли первый член этой пары в данном отношении ко второму или нет (например, для каждой пары военнослужащих указано, является ли первый из них старшим по отношению ко второму; для каждой пары чисел указано, является ли первое из них меньшим, чем второе), причём из рассмотрения не исключаются пары, у которых первый и второй члены совпадают (так, для любой пары, составленной из совпадающих чисел, указано, что первый член пары не находится в отношении «меньше» ко второму; для любой пары, составленной из совпадающих геометрических фигур, указано, что первый член находится в отношении подобия ко второму).",
1100,1111,1123,первого,1,первый,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Сравнение с приведённой выше цитатой из А. Д. Мышкиса показывает, что этот второй подход второго направления по существу весьма близок ко второму подходу первого направления, поскольку в этом последнем обращение к понятию переменной величины является на самом деле совершенно необязательным.",
1101,1112,1124,второй,2,второй,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Сравнение с приведённой выше цитатой из А. Д. Мышкиса показывает, что этот второй подход второго направления по существу весьма близок ко второму подходу первого направления, поскольку в этом последнем обращение к понятию переменной величины является на самом деле совершенно необязательным.",
1102,1113,1125,второго,2,второй,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Сравнение с приведённой выше цитатой из А. Д. Мышкиса показывает, что этот второй подход второго направления по существу весьма близок ко второму подходу первого направления, поскольку в этом последнем обращение к понятию переменной величины является на самом деле совершенно необязательным.",
1103,1114,1126,второму,2,второй,Dat,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Сравнение с приведённой выше цитатой из А. Д. Мышкиса показывает, что этот второй подход второго направления по существу весьма близок ко второму подходу первого направления, поскольку в этом последнем обращение к понятию переменной величины является на самом деле совершенно необязательным.",
1104,1115,1127,второго,2,второй,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Попытки определить функцию как правило, или закон*, посредством которого для каждого элемента одного множества указывается некоторый элемент второго, приводят к потребности уточнить, что такое правило, или закон.",
1105,1116,1128,первого,1,первый,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Следующий текст служит яркой демонстрацией излагаемого первого подхода: «Описательно говоря, функция -- это когда каждому значению некоторой величины <...",
1106,1117,1129,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,Первый подход характерен для руководств по общей теории функций и теории функций действительного переменного.,
1107,1118,1130,третий,3,третий,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первый подход определяет не самое функцию, а лишь, так сказать, «функциональную ситуацию», т. е. ситуацию, при которой разрешено говорить, что имеет место функция; второй подход трактует функцию как правило, или закон; третий -- как соответствие.",
1108,1119,1131,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первый подход определяет не самое функцию, а лишь, так сказать, «функциональную ситуацию», т. е. ситуацию, при которой разрешено говорить, что имеет место функция; второй подход трактует функцию как правило, или закон; третий -- как соответствие.",
1109,1120,1132,второй,2,второй,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первый подход определяет не самое функцию, а лишь, так сказать, «функциональную ситуацию», т. е. ситуацию, при которой разрешено говорить, что имеет место функция; второй подход трактует функцию как правило, или закон; третий -- как соответствие.",
1110,1121,1133,второго,2,второй,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"В рамках этого второго направления можно опять-таки различить несколько подходов, а именно по меньшей мере три.",
1111,1122,1134,второе,2,второй,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,Второе направление.,
1112,1123,1135,второй,2,второй,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Второй подход состоит в истолковании функции как закона, но также связанного с понятием переменной величины (и с разделением переменных величин на «зависимые» и «независимые»): «Закон (правило), по которому значениям независимых переменных отвечают (соответствуют) значения рассматриваемой зависимой переменной, называется функцией» *.",
1113,1124,1136,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,Первый подход состоит в истолковании функции как переменной величины.,
1114,1125,1137,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"В рамках данного направления в свою очередь можно выделить два подхода, первый из которых (опять-таки более ранний и, возможно, более распространённый) скорее соответствует точке зрения физиков, второй -- точке зрения математиков*.",
1115,1126,1138,второй,2,второй,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"В рамках данного направления в свою очередь можно выделить два подхода, первый из которых (опять-таки более ранний и, возможно, более распространённый) скорее соответствует точке зрения физиков, второй -- точке зрения математиков*.",
1116,1127,1139,первое,1,первый,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Именно первое направление отражено, например, во втором издании Большой советской энциклопедии (БСЭ-2), статья «Функция» * в которой начинается со следующей дефиниции: «Функция -- одно из основных понятий математики, выражающее зависимость одних переменных величин от других».",
1117,1128,1140,втором,2,второй,Loc,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Именно первое направление отражено, например, во втором издании Большой советской энциклопедии (БСЭ-2), статья «Функция» * в которой начинается со следующей дефиниции: «Функция -- одно из основных понятий математики, выражающее зависимость одних переменных величин от других».",
1118,1129,1141,первое,1,первый,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,Первое направление.,
1119,1130,1142,второе,2,второй,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первое направление -- исторически более раннее и, пожалуй, даже сейчас более распространённое -- ориентировано в основном на традиционно трактуемые технические и естественнонаучные приложения математики и опирается на понятие переменной величины; второе -- более современное и более точное -- не использует этого понятия вовсе (в то же время второе направление способно обслужить как все традиционные приложения математики, так и ещё много новых, возникших за последнее время).",
1120,1131,1143,второе,2,второй,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первое направление -- исторически более раннее и, пожалуй, даже сейчас более распространённое -- ориентировано в основном на традиционно трактуемые технические и естественнонаучные приложения математики и опирается на понятие переменной величины; второе -- более современное и более точное -- не использует этого понятия вовсе (в то же время второе направление способно обслужить как все традиционные приложения математики, так и ещё много новых, возникших за последнее время).",
1121,1132,1144,первое,1,первый,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первое направление -- исторически более раннее и, пожалуй, даже сейчас более распространённое -- ориентировано в основном на традиционно трактуемые технические и естественнонаучные приложения математики и опирается на понятие переменной величины; второе -- более современное и более точное -- не использует этого понятия вовсе (в то же время второе направление способно обслужить как все традиционные приложения математики, так и ещё много новых, возникших за последнее время).",
1122,1133,1145,первое,1,первый,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,171 множество пар -- как «главная компонента» -- ставится в тройке на первое место).,
1123,1134,1146,первый,1,первый,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Поэтому соответствие естественно определить (как это и делается при уточнении этого понятия в математике) просто как тройку множеств: область отправления, область прибытия и некоторое множество пар элементов из этих областей (первый член пары должен быть из области отправления, а второй -- из области прибытия).",
1124,1135,1147,второй,2,второй,Nom,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Поэтому соответствие естественно определить (как это и делается при уточнении этого понятия в математике) просто как тройку множеств: область отправления, область прибытия и некоторое множество пар элементов из этих областей (первый член пары должен быть из области отправления, а второй -- из области прибытия).",
1125,1136,1148,первое,1,первый,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первое из этих множеств называется областью отправления, а второе -- областью прибытия соответствия.",
1126,1137,1149,второе,2,второй,Acc,Sing,Neut,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Первое из этих множеств называется областью отправления, а второе -- областью прибытия соответствия.",
1127,1138,1150,второго,2,второй,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Соответствие, таким образом, предполагает наличие двух множеств (множества ростов и множества весов в первом примере, множества окончаний и множества существительных -- в предпоследнем), причём для каждого элемента первого множества либо не указано соответствующих ему элементов второго множества (как для зелёного цвета в примере 4), либо такие элементы второго множества указаны (как для чёрного цвета в том же примере).",
1128,1139,1151,первом,1,первый,Loc,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Соответствие, таким образом, предполагает наличие двух множеств (множества ростов и множества весов в первом примере, множества окончаний и множества существительных -- в предпоследнем), причём для каждого элемента первого множества либо не указано соответствующих ему элементов второго множества (как для зелёного цвета в примере 4), либо такие элементы второго множества указаны (как для чёрного цвета в том же примере).",
1129,1140,1152,второго,2,второй,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Соответствие, таким образом, предполагает наличие двух множеств (множества ростов и множества весов в первом примере, множества окончаний и множества существительных -- в предпоследнем), причём для каждого элемента первого множества либо не указано соответствующих ему элементов второго множества (как для зелёного цвета в примере 4), либо такие элементы второго множества указаны (как для чёрного цвета в том же примере).",
1130,1141,1153,первого,1,первый,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Соответствие, таким образом, предполагает наличие двух множеств (множества ростов и множества весов в первом примере, множества окончаний и множества существительных -- в предпоследнем), причём для каждого элемента первого множества либо не указано соответствующих ему элементов второго множества (как для зелёного цвета в примере 4), либо такие элементы второго множества указаны (как для чёрного цвета в том же примере).",
1131,1142,1154,первого,1,первый,Gen,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Во всех этих примерах, кроме первого, компоненты кортежа, стоящие на разных местах, могут и совпадать.",
1132,1143,1155,первой,1,первый,Gen,Sing,Fem,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"бегунов нумеруют; договариваются, какую из координат -- широту или долготу -- указывать первой); ",
1133,1144,1156,вторым,2,второй,Ins,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"1) составляющие вектора стоят на определённых местах, причём указано, какое место является первым, какое вторым и т. д.",
1134,1145,1157,первым,1,первый,Ins,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"1) составляющие вектора стоят на определённых местах, причём указано, какое место является первым, какое вторым и т. д.",
1135,1146,1158,первая,1,первый,Nom,Sing,Fem,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"an) ; это означает, что первая составляющая имеет значение a1, вторая -- значение a2 и т. д.",
1136,1147,1159,вторая,2,второй,Nom,Sing,Fem,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"an) ; это означает, что первая составляющая имеет значение a1, вторая -- значение a2 и т. д.",
1137,1148,1160,первым,1,первый,Ins,Sing,Masc,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Понятие множества является не только первым, но и самым главным из перечисленных понятий.",
1138,1149,1161,первые,1,первый,Acc,Plur,,В. А. Успенский,"О понятиях «множество», «кортеж», «соответствие», «функция», «отношение»",2002,статья,"Возможны и другие решения вопроса о том, какие понятия назначить исходными неопределяемыми, а какие определять через первые.",
1139,1150,1162,второго,2,второй,Gen,Sing,Masc,С. И. Трунев,"Кошкам, собакам, траве посвящается",2010,рецензия,"Когда Дан Маркович умоляет дворовую вишню не расти выше второго этажа, дабы не быть срубленной не желающими находиться в ее тени соседями, вспоминается максима, выведенная в свое время Чжуан Цзы: ты сможешь жить долго лишь в том случае, если ты ни к чему не пригоден и никому не мешаешь.",
1140,1151,1163,первым,1,первый,Ins,Sing,Masc,Василий Катанян,Лоскутное одеяло,1950-1959,"дневник, записные книжки","Картина выпускается первым экраном, как художественная.",
1141,1152,1164,тридцатых,30,тридцатый,Gen,Sing,Masc,Василий Катанян,Лоскутное одеяло,1950-1959,"дневник, записные книжки","что был в Москве в начале тридцатых и где показали мультипликации Диснея -- «Кукарачу» и «Вива, Вилья».",
1142,1153,1165,первым,1,первый,Ins,Sing,Masc,Василий Катанян,Лоскутное одеяло,1950-1959,"дневник, записные книжки","Он считается первым, но все забыли про Международный кинофест.",
1143,1154,1166,шестой,6,шестой,Nom,Sing,Masc,Василий Катанян,Лоскутное одеяло,1950-1959,"дневник, записные книжки",Пойду наниматься семьдесят шестой ассистенткой к Кио».,
